0,8.61208656074,61.3018219473
1,9.97372209256,51.4420785488
2,6.01464521643,45.5102603670
3,4.65405119773,39.5784421852
4,6.01029320004,33.6466240034
5,9.96781099236,27.7148058216
6,8.61771274865,21.7829876397
7,4.65705130884,15.8511694579
8,8.61629391930,9.91935127610
9,4.65639310462,7.94207854883
10,13.9321669854,5.96480582156
11,12.5776339420,11.8966240034
12,13.9313110419,17.8284421852
13,17.8927907016,23.7602603670
14,13.9324763229,29.6920785488
15,17.8947838446,31.6693512761
16,13.9314505048,33.6466240034
17,9.97190333546,35.6238967306
18,6.00863583704,41.5557149125
19,8.61108964406,45.5102603670
20,2.04477852883,47.4875330943
21,6.00618265074,53.4193512761
22,6.01290478077,61.3284421852
23,6.01299356469,65.2829876397
24,2.04931702814,71.2148058216
25,8.61589906751,77.1466240034
26,9.97341569986,83.0784421852
27,12.5812239809,75.1693512761
28,16.5393587487,69.2375330943
29,24.4644912628,73.1920785488
30,25.8197761498,83.0784421852
31,32.3894130319,81.1011694579
32,28.4294893973,75.1693512761
33,32.3894130319,73.4654697820
34,32.3855377725,65.2829876397
35,32.3885899345,57.3738967306
36,29.7803643288,49.4648058216
37,24.4627989317,41.5557149125
38,20.5047021164,39.5784421852
39,24.4620490243,37.6011694579
40,24.4643956494,29.6920785488
41,20.2301354160,23.6233983116
42,24.4662662272,17.8284421852
43,20.5027147952,15.8511694579
44,24.4641980797,13.8738967306
45,24.4627989317,9.66248325062
46,21.8569241593,5.96480582155
47,20.4996905249,7.94207854883
48,17.8956774781,15.8511694579
49,16.5390295003,17.8284421852
50,41.8453459302,11.8966240034
51,44.4554917763,3.98753309428
52,45.8062249619,5.96480582156
53,49.7674078043,7.94207854883
54,56.3413050377,5.96480582155
55,61.6538559830,5.96480582155
56,56.3399337688,9.9193512761
57,52.3790934041,15.8511694579
58,57.6957591677,19.8057149125
59,56.3400148257,25.7375330943
60,52.3791769388,31.6693512761
61,48.4177544092,29.6920785488
62,48.4163512609,25.7375330943
63,45.8095016639,21.7829876397
64,45.8055330094,13.8738967306
65,41.8484156999,19.8057149125
66,44.4549510423,27.7148058216
67,41.8460628789,35.6238967306
68,45.8066584543,41.5557149125
69,52.3772485412,39.5784421852
70,52.3735372587,47.4875330943
71,48.4139195483,53.4193512761
72,45.8093918718,61.3284421852
73,49.7667565007,63.3057149125
74,45.8073167096,69.2375330943
75,49.7721998523,71.2148058216
76,45.8056586395,73.1920785488
77,41.8440557182,75.1693512761
78,45.8119138788,77.1466240034
79,46.1408401484,81.1011694579
80,53.7310588309,81.1011694579
81,56.3387819496,73.1920785488
82,52.3806892725,71.2148058216
83,53.7312656571,65.2829876397
84,57.6911312128,59.3511694579
85,56.3381281720,53.4193512761
86,61.6524831880,49.4648058216
87,61.6536394129,41.5557149125
88,64.2614647538,41.5557149125
89,68.2290525930,47.4875330943
90,68.2268432641,55.3966240034
91,68.2270580997,63.3057149125
92,64.2655822271,69.2375330943
93,60.3036594498,67.2602603670
94,64.2658501240,65.2829876397
95,64.2647356423,61.3284421852
96,60.3001775079,59.3511694579
97,64.2657673978,57.3738967306
98,64.2668952954,53.4193512761
99,61.6525919201,53.4193512761
100,77.9302925277,59.3511694579
101,80.5364799784,51.4420785488
102,84.4884317559,49.4648058216
103,89.7880852433,53.4193512761
104,84.4899451439,57.3738967306
105,80.5366418705,59.3511694579
106,84.4874319822,61.3284421852
107,89.7891320411,65.2829876397
108,84.4878034823,65.2829876397
109,80.5370021622,67.2602603670
110,84.4888063849,69.2375330943
111,84.4863896282,73.1920785488
112,80.5319819448,75.1693512761
113,77.9343385155,75.1693512761
114,77.9333698809,83.0784421852
115,81.8875858651,81.1011694579
116,84.4886897839,77.1466240034
117,89.7888505544,77.1466240034
118,96.3440190096,75.1693512761
119,100.301341064,77.1466240034
120,104.253062491,79.1238967306
121,104.251345233,71.2148058216
122,101.647258490,71.2148058216
123,97.6994031361,65.2829876397
124,100.299269685,61.3284421852
125,100.302216920,57.3738967306
126,100.300702631,53.4193512761
127,96.3493194396,51.4420785488
128,100.300943918,49.4648058216
129,100.298742852,45.5102603670
130,96.3363856991,43.5329876397
131,89.7933343697,37.6011694579
132,88.4384614700,39.5784421852
133,81.8853326484,41.5557149125
134,77.9413021650,43.5329876397
135,80.5363717443,35.6238967306
136,84.4893679561,33.6466240034
137,77.9311711556,27.7148058216
138,77.9340155229,19.8057149125
139,80.5344937654,11.8966240034
140,84.4890176845,9.9193512761
141,84.4867124912,13.8738967306
142,89.7898858621,13.8738967306
143,93.7411196265,19.8057149125
144,97.6953242105,13.8738967306
145,100.301982722,17.8284421852
146,100.302821752,21.7829876397
147,100.300702631,25.7375330943
148,92.3962091815,29.6920785488
149,85.8370111042,23.7602603670
150,124.243770679,69.2375330943
151,129.556960159,69.2375330943
152,133.518154390,71.2148058216
153,132.167417769,77.1466240034
154,128.200490656,75.1693512761
155,121.631762947,73.1920785488
156,116.317379568,69.2375330943
157,116.316697026,73.1920785488
158,116.318153917,77.1466240034
159,120.276595316,79.1238967306
160,124.238241757,77.1466240034
161,129.557095732,85.0557149125
162,137.478815066,85.0557149125
163,141.442108317,83.0784421852
164,137.480093679,81.1011694579
165,136.128265024,71.2148058216
166,140.088566379,69.2375330943
167,140.089491263,65.2829876397
168,145.405364329,65.2829876397
169,144.051145747,59.3511694579
170,141.442372970,59.3511694579
171,140.089491263,53.1688955902
172,137.480757126,49.4648058216
173,145.404697343,49.4648058216
174,149.367342411,47.4875330943
175,145.406116172,45.5102603670
176,140.088993042,41.5557149125
177,140.089297877,37.6011694579
178,144.054347324,35.6238967306
179,141.444066837,27.7148058216
180,132.166478033,25.7375330943
181,128.204428697,27.7148058216
182,132.164997739,33.6466240034
183,124.240584606,33.6466240034
184,129.559391872,37.6011694579
185,133.524574273,39.5784421852
186,128.198908055,43.5329876397
187,133.517606347,47.4875330943
188,128.204603630,51.4420785488
189,125.597342536,51.4420785488
190,124.239820877,57.3738967306
191,125.596686133,59.3511694579
192,124.240477279,61.3284421852
193,121.636872319,61.3284421852
194,116.320442593,57.3738967307
195,113.712574085,53.4193512761
196,116.314857860,53.4193512761
197,116.316485934,49.4648058216
198,113.709721486,45.5102603670
199,116.319649998,41.5557149125
200,173.348415700,69.2375330943
201,165.423243864,73.1920785488
202,164.066270364,79.1238967306
203,161.458027618,71.2148058216
204,161.457946521,63.3057149125
205,165.420947724,61.3284421852
206,173.347561824,61.3284421852
207,175.954095099,69.2375330943
208,171.991100534,75.1693512761
209,173.342572095,85.0557149125
210,181.266956539,85.0557149125
211,189.193624331,85.0557149125
212,197.114517178,81.1011694579
213,199.722587108,77.1466240034
214,197.118982148,85.0557149125
215,189.194776150,81.1011694579
216,185.228630997,75.1693512761
217,179.915199205,71.2148058216
218,183.879216891,65.2829876397
219,181.271331256,57.3738967306
220,177.309062149,55.3966240034
221,179.917679072,47.4875330943
222,177.306267352,39.5784421852
223,177.304744864,31.6693512761
224,169.385183248,27.7148058216
225,165.419458653,29.6920785488
226,161.462773648,31.6693512761
227,165.419651970,21.7829876397
228,168.032180207,17.8284421852
229,175.951650924,17.8284421852
230,185.230871793,19.8057149125
231,189.192143015,17.8284421852
232,193.153855983,15.8511694579
233,185.229291520,11.8966240034
234,189.193624331,9.91935127610
235,197.115667198,9.91935127610
236,199.725912139,13.8738967307
237,199.728430415,25.7375330943
238,199.723946939,33.6466240034
239,195.761358247,39.5784421852
240,189.194565058,33.6466240034
241,185.233818913,35.6238967306
242,179.915835097,31.6693512761
243,181.266921117,25.7375330943
244,187.838674623,27.7148058216
245,193.157041056,31.6693512761
246,193.155592610,23.7602603670
247,195.761358247,23.7602603670
248,197.116108298,17.8284421852
249,197.117206838,13.8738967307
250,235.753737014,47.4875330943
251,231.798742852,49.4648058216
252,229.196032094,49.4648058216
253,229.195515567,53.4193512761
254,233.149533301,55.3966240034
255,231.802440840,57.3738967306
256,227.849139695,59.3511694579
257,231.802174078,61.3284421852
258,235.754238280,63.3057149125
259,231.797153861,65.2829876397
260,231.800702631,69.2375330943
261,229.200643061,77.1466240034
262,233.148235191,79.1238967306
263,229.195746707,81.1011694579
264,225.244522890,83.0784421852
265,221.293968875,81.1011694579
